source	target	pvalue	threshold
FIREFIST/RUSTY COLLINS	ICEMAN/ROBERT BOBBY DRAKE	2.216919905863209e-34	4.757852431019942e-10
MR. FANTASTIC/REED RICHARDS 	MS. MARVEL II/SHARON VENTURA	2.6829832789436596e-34	4.757852431019942e-10
JARVIS, EDWIN 	QUICKSILVER/PIETRO MAXIMOFF	2.6957350795436004e-34	4.757852431019942e-10
IRON MAN/TONY STARK 	QUICKSILVER/PIETRO MAXIMOFF	2.7386643309347097e-34	4.757852431019942e-10
RED GUARDIAN III/DR. TANIA BELINSKY	SERGEI	2.7549463911541818e-34	4.757852431019942e-10
MARVEL GIRL/JEAN GREY SUMMERS	SKIDS/SALLY BLEVINS	2.8499294474998316e-34	4.757852431019942e-10
COPYCAT/VANESSA	THUNDERBIRD II/JAMES PROUDSTAR	2.9732045945606635e-34	4.757852431019942e-10
FORGE	MARVEL GIRL/JEAN GREY SUMMERS	3.048293070360896e-34	4.757852431019942e-10
PARKER, MARY (ROBOT)	PARKER, RICHARD (ROBOT)	3.0502185248122057e-34	4.757852431019942e-10
BERNSTEIN, DR. NOAH	CAGE, LUKE/CARL LUCAS	3.1347816582976724e-34	4.757852431019942e-10
CAGE, LUKE/CARL LUCAS	WHITE TIGER II/	3.1347816582976724e-34	4.757852431019942e-10
CRYSTAL [INHUMAN]	DEATHCRY [SHI'AR]	3.1600751766688994e-34	4.757852431019942e-10
FIREFIST/RUSTY COLLINS	HODGE, CAMERON	3.2654808361082983e-34	4.757852431019942e-10
EMPLATE/MARIUS ST. CROIX	JUBILEE/JUBILATION LEE 	3.2985085923528263e-34	4.757852431019942e-10
JAMESON, J. JONAH	ROBERTSON, RANDY	3.346071484399461e-34	4.757852431019942e-10
WISDOM, PETER	WOLFSBANE/RAHNE SINCLAIR	3.37869750437021e-34	4.757852431019942e-10
SHANNA/SHANNA O'HARA PLUNDER	ZIRA	3.802659673835992e-34	4.757852431019942e-10
COACHWHIP	ROCK PYTHON	3.8638823200708755e-34	4.757852431019942e-10
AMPHIBIAN/KINGLEY RICE	DR. SPECTRUM/JOSEPH LEDGER	3.882137261049914e-34	4.757852431019942e-10
BADALAMENTE, JESUS	DEATHLOK III/MICHAEL COLLINS	3.882137261049914e-34	4.757852431019942e-10
CLOUD	SOUTHERN, CANDY	4.013547539890552e-34	4.757852431019942e-10
HAWK	PHARAOH RAMA-TUT	4.132676218038773e-34	4.757852431019942e-10
CRIMSON COWL II/	FIXER II/PAUL NORBERT EBERSOL	4.443201222441676e-34	4.757852431019942e-10
ASP II/CLEO	BUSHMASTER II/QUINCY MCIVER	4.759142879773563e-34	4.757852431019942e-10
DAZZLER II/ALLISON BLAIRE	SUMMERS, MADELYNE MADDIE JENNIFER PRYOR	4.783463760659262e-34	4.757852431019942e-10
LILANDRA NERAMANI [SHI'AR]	WOLVERINE/LOGAN 	4.937014746917316e-34	4.757852431019942e-10
HILDY [ASGARDIAN]	VOLSTAGG	5.245517627974001e-34	4.757852431019942e-10
COLOSSUS II/PETER RASPUTIN 	WISDOM, PETER	5.4458724684390414e-34	4.757852431019942e-10
BARON MORDO/KARL MORDO	CLEA	5.7374314436004714e-34	4.757852431019942e-10
DORMAMMU	UMAR	5.785792231837535e-34	4.757852431019942e-10
MAJOR DOMO	MOJO	5.8516334378260296e-34	4.757852431019942e-10
LEECH	RICTOR/JULIO ESTEBAN RICHTER	5.937409763418404e-34	4.757852431019942e-10
KINCAID, DR. JANE FOSTER	SIF	6.2501833993209614e-34	4.757852431019942e-10
BLACK BOLT/BLACKANTOR BOLTAGON [INHUMAN]	QUICKSILVER/PIETRO MAXIMOFF	6.458835062290567e-34	4.757852431019942e-10
LEONUS/LIONUS [INHUMAN]	STALLIOR	6.696446043744914e-34	4.757852431019942e-10
ORACLE/LADY SIBYL	TEMPEST/GRANNZ	7.509101441449961e-34	4.757852431019942e-10
ANACONDA/BLANCHE SITZNSKI	SIDEWINDER/SETH VOELKER	7.5124553923248755e-34	4.757852431019942e-10
HILDEGARDE [ASGARDIAN]	TANA NILE	7.569354819305955e-34	4.757852431019942e-10
BLOODAXE/JACKIE LUKUS	MASTERSON, KEVIN	7.569354819305955e-34	4.757852431019942e-10
MAGUS	THANOS DOPPELGANGER	7.6940151599699905e-34	4.757852431019942e-10
SHE-HULK/JENNIFER WALTERS	ZAPPER, DAN	7.91502638032669e-34	4.757852431019942e-10
SHE-HULK/JENNIFER WALTERS	WALTERS, SHERIFF MORRIS MOE	7.91502638032669e-34	4.757852431019942e-10
BUZZ	LEWIS, DEVON	8.372887441163285e-34	4.757852431019942e-10
OSBORN, HARRY	STACY, CAPT. GEORGE	8.403987394346334e-34	4.757852431019942e-10
MOTHER NIGHT/SUSAN SCARBO	SAXON, STARR	8.964609669388685e-34	4.757852431019942e-10
ROBERTSON, MARTHA	ROBERTSON, RANDY	8.969945473850828e-34	4.757852431019942e-10
GORGON [INHUMAN]	QUICKSILVER/PIETRO MAXIMOFF	9.160731741345554e-34	4.757852431019942e-10
BIG MAN/FREDERICK FOSWELL	LEEDS, BETTY BRANT	9.990547065417186e-34	4.757852431019942e-10
DAYTRIPPER/AMANDA SEFTON	MACTAGGERT, MOIRA KINROSS	1.0821090779039751e-33	4.757852431019942e-10
HILDEGARDE [ASGARDIAN]	KRISTA	1.0937219557934847e-33	4.757852431019942e-10
AMPHIBIAN/KINGLEY RICE	HYPERION	1.1438270497295889e-33	4.757852431019942e-10
STONEWALL/LOUIS HAMILTON	SUPER SABRE/MARTIN FLETCHER	1.2363546333804102e-33	4.757852431019942e-10
QUICKSILVER/PIETRO MAXIMOFF	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	1.263946228788172e-33	4.757852431019942e-10
EMPLATE/MARIUS ST. CROIX	WHITE QUEEN/EMMA FROST	1.3003783373832846e-33	4.757852431019942e-10
ANACONDA/BLANCHE SITZNSKI	BUSHMASTER II/QUINCY MCIVER	1.3221601914069702e-33	4.757852431019942e-10
MULTIPLE MAN/JAMES ARTHUR JAMIE MADROX	QUICKSILVER/PIETRO MAXIMOFF	1.3725090781085526e-33	4.757852431019942e-10
LOKI [ASGARDIAN]	VIZIER	1.4045327665296914e-33	4.757852431019942e-10
CUSHING, KATE	URICH, BEN	1.432179214867974e-33	4.757852431019942e-10
GEE/ALEX POWER	RICHARDS, FRANKLIN BENJAMIN	1.4558061013941553e-33	4.757852431019942e-10
ALEXANDER, CARRIE	MARRS, DESMOND	1.4850940261916409e-33	4.757852431019942e-10
HOLDEN, DR. SAMUEL	IKARIS/IKE HARRIS [ETERNAL]	1.5539640607570833e-33	4.757852431019942e-10
FORGE	HAVOK/ALEX SUMMERS 	1.672945591535672e-33	4.757852431019942e-10
MORLAK, MARIS	ZOTA, CARLO	1.8301311148873234e-33	4.757852431019942e-10
DAYDREAMER/CATHERINE MORANIS	HARVEST/CHI LO	1.8301311148873234e-33	4.757852431019942e-10
HAWK	SHE-HULK/JENNIFER WALTERS	1.916633739599966e-33	4.757852431019942e-10
ARCLIGHT/PHILLIPA SONTAG	VERTIGO II	2.0048414927001345e-33	4.757852431019942e-10
MARVEL GIRL/JEAN GREY SUMMERS	TILBY, TRISH/PATRICIA TILBERT	2.0199288610916196e-33	4.757852431019942e-10
JAMESON, COL. JOHN 	KAFKA, DR. ASHLEY	2.101978083695644e-33	4.757852431019942e-10
NIGHTCRAWLER/KURT WAGNER 	WOLFSBANE/RAHNE SINCLAIR	2.191295306807518e-33	4.757852431019942e-10
DIAMOND LIL/LILLIAN CRAWLEY	WITCHFIRE	2.3336616784701214e-33	4.757852431019942e-10
PERSUASION/KARA KILLGRAVE	WITCHFIRE	2.3336616784701214e-33	4.757852431019942e-10
BARON MORDO/KARL MORDO	DORMAMMU	2.3697688160279707e-33	4.757852431019942e-10
HARPOON	SCALPHUNTER	2.5108110247626163e-33	4.757852431019942e-10
COOPER, ROGER CAPS	JAYE-FIRESTONE, GINGER	2.510968957976233e-33	4.757852431019942e-10
MOREAU, PHILLIP	PIPELINE/CORMICK GRIMSHAW	2.510968957976233e-33	4.757852431019942e-10
PUFF ADDER	RATTLER	2.510968957976233e-33	4.757852431019942e-10
COPYCAT/VANESSA	DEADPOOL/JACK/WADE WILSON 	2.5131079175757415e-33	4.757852431019942e-10
CAPTAIN AMERICA	TAYLOR, LEILA	2.728929784743656e-33	4.757852431019942e-10
DOC SAMSON/DR. LEONARD SAMSON	JONES, RICHARD MILHOUSE RICK	3.168505980368247e-33	4.757852431019942e-10
COY, GENERAL NGUYEN NGOC	TYGER TIGER/JESSAN HOAN	3.251107336294017e-33	4.757852431019942e-10
CARRADINE, JESSICA JESSE	SPIDER-MAN CLONE/BEN REILLY	3.339183636347871e-33	4.757852431019942e-10
BLACK FOX/ROBERT W. PAINE	EFFIGY/LT. VELMAX/JACOB SCOTT [SKRULL]	3.355004420108867e-33	4.757852431019942e-10
COACHWHIP	PUFF ADDER	3.502756285624732e-33	4.757852431019942e-10
MAGUS	ÁGAMORA	3.511518012664652e-33	4.757852431019942e-10
JUBILEE/JUBILATION LEE 	ROGUE /	3.610707421427664e-33	4.757852431019942e-10
BOWEN, FATHER MICHAEL	CLOAK/TYRONE JOHNSON	3.6170284987836573e-33	4.757852431019942e-10
JAMESON, COL. JOHN 	JAMESON, J. JONAH	3.729372012934547e-33	4.757852431019942e-10
HUMAN TORCH ANDROID/JIM HAMMOND	UNION JACK II/BRIAN FALSWORTH	3.743944214226405e-33	4.757852431019942e-10
NEWELL, DIANE ARLISS	SUB-MARINER/NAMOR MACKENZIE	3.873359256459431e-33	4.757852431019942e-10
BRIGHTWIND	WOLFSBANE/RAHNE SINCLAIR	3.8800550846313376e-33	4.757852431019942e-10
KRAMER, KENNY	KRAMER, STACEY	3.963136871876369e-33	4.757852431019942e-10
FORGE	WOLVERINE/LOGAN 	4.135038156333054e-33	4.757852431019942e-10
JOCASTA	WONDER MAN/SIMON WILLIAMS 	4.22073321667441e-33	4.757852431019942e-10
FISK, VANESSA	KINGPIN/WILSON FISK	4.632588387606863e-33	4.757852431019942e-10
HELA [ASGARDIAN]	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	4.7327194404107214e-33	4.757852431019942e-10
JONES, RICHARD MILHOUSE RICK	ROCK/SAMUEL JOHN ROCK LAROQUETTE	5.143744084798883e-33	4.757852431019942e-10
MANBOT/BERNIE LACHENAY	PUCK/EUGENE MILTON JUDD	5.402980076109086e-33	4.757852431019942e-10
GAIA	SYNCH/EVERETT THOMAS	5.745206265039574e-33	4.757852431019942e-10
FORGE	JUBILEE/JUBILATION LEE 	5.864727156252154e-33	4.757852431019942e-10
DAYTRIPPER/AMANDA SEFTON	SHADOWCAT/KATHERINE KITTY PRYDE 	5.8986409550211284e-33	4.757852431019942e-10
MAGIK/ILLYANA RASPUTINA	STORM/ORORO MUNROE Subscribe!	5.9412622456759356e-33	4.757852431019942e-10
IRON MAN IV/JAMES R. JIM RHODEY RHODES	STANE, OBADIAH	5.9465635074428554e-33	4.757852431019942e-10
KARNAK [INHUMAN]	QUICKSILVER/PIETRO MAXIMOFF	6.0857375523817204e-33	4.757852431019942e-10
PARIS	ULYSSES II	6.182553532237931e-33	4.757852431019942e-10
COPYCAT/VANESSA	GIDEON	6.370366167032951e-33	4.757852431019942e-10
DESTROYER III	SIF	6.61750318776989e-33	4.757852431019942e-10
PERSUASION/KARA KILLGRAVE	SHAMAN/MICHAEL TWOYOUNGMAN	6.828649937261629e-33	4.757852431019942e-10
POWER PRINCESS/ZARDA	TOM THUMB/THOMAS THOMPSON	7.030101891806945e-33	4.757852431019942e-10
AVALANCHE/DOMINIC PETROS	SPIRAL	7.052154191431514e-33	4.757852431019942e-10
CARTER, SHARON	DUGAN, TIMOTHY ALOYISIOUS DUM DUM	7.202919345278376e-33	4.757852431019942e-10
HUNT, JERRY	SPIDER-WOMAN/JESSICA DREW	7.46627306593307e-33	4.757852431019942e-10
BLACK KING/SEBASTIAN SHAW	SELENE	7.528262233689216e-33	4.757852431019942e-10
ERWIN, CLYTEMNESTRA	IRON MAN/TONY STARK 	7.759210915034918e-33	4.757852431019942e-10
ANAK	RIGER	7.930568164511736e-33	4.757852431019942e-10
DAYDREAMER/CATHERINE MORANIS	GENII/JASON KIMBALL	7.930568164511736e-33	4.757852431019942e-10
BRAINCHILD	LUPO	7.930568164511736e-33	4.757852431019942e-10
PERUN	VOSTOK	7.930568164511736e-33	4.757852431019942e-10
FANTASMA	VOSTOK	7.930568164511736e-33	4.757852431019942e-10
FLEX/ADRIAN CORBO	GHOST GIRL II/LILLI	8.322587430940373e-33	4.757852431019942e-10
CYCLOPS/SCOTT SUMMERS 	FIREFIST/RUSTY COLLINS	8.455271365788099e-33	4.757852431019942e-10
COOPER, ROGER CAPS	NOVA/RICHARD RIDER	8.521439977406655e-33	4.757852431019942e-10
O'BRIEN, MICHAEL	STANKOWICZ, FABIAN	8.726372829685847e-33	4.757852431019942e-10
BEAST/HENRY &HANK& P. MCCOY 	TILBY, TRISH/PATRICIA TILBERT	8.894131013139225e-33	4.757852431019942e-10
AMPHIBIUS	GAZA	9.006448568584206e-33	4.757852431019942e-10
HAWK	MOONSTONE II/KARLA SOFEN 	9.034335787684906e-33	4.757852431019942e-10
STACY, GWEN	WATSON, ANNA	9.41548616056528e-33	4.757852431019942e-10
GEE/ALEX POWER	JUSTICE II/VANCE ASTROVIK 	9.504877744691008e-33	4.757852431019942e-10
HODGE, CAMERON	MADDICKS, ARTHUR ARTIE	9.717601958389376e-33	4.757852431019942e-10
SCARLET WITCH/WANDA MAXIMOFF	TRIATHLON/DELROY GARRETT JR.	1.090739100054577e-32	4.757852431019942e-10
MADDICKS, ARTHUR ARTIE	RICTOR/JULIO ESTEBAN RICHTER	1.1010918881877538e-32	4.757852431019942e-10
KYLUN/COLIN MCKAY	WIDGET	1.125797556718795e-32	4.757852431019942e-10
FRENCHIE/JEAN-PAUL DUCHAMP	MIDNIGHT III/JEFFREY WILDE	1.1289553886245236e-32	4.757852431019942e-10
TIGRA/GREER NELSON	VISION 	1.143265773925821e-32	4.757852431019942e-10
DANSEN MACABRE	GYPSY MOTH	1.1713793905996975e-32	4.757852431019942e-10
FER DE LANCE/TERESA	ROCK PYTHON	1.1713793905996975e-32	4.757852431019942e-10
BLACK KING/SEBASTIAN SHAW	WHITE QUEEN/EMMA FROST	1.2363070907997618e-32	4.757852431019942e-10
JUBILEE/JUBILATION LEE 	STORM/ORORO MUNROE Subscribe!	1.24300720989128e-32	4.757852431019942e-10
KOFI [KYMELLIAN]	POWER, DR. JIM	1.2580718839702434e-32	4.757852431019942e-10
CAPTAIN HAWK	LADY LARK/LINDA LEWIS	1.2737477345602365e-32	4.757852431019942e-10
LADY LARK/LINDA LEWIS	TOM THUMB/THOMAS THOMPSON	1.2737477345602365e-32	4.757852431019942e-10
CARTER, PEGGY	FALCON/SAM WILSON	1.3068148641273775e-32	4.757852431019942e-10
MAGGOTT/JAPHETH	MARROW/SARAH 	1.3159498333964712e-32	4.757852431019942e-10
HAVOK/ALEX SUMMERS 	SUMMERS, MADELYNE MADDIE JENNIFER PRYOR	1.3526067999878826e-32	4.757852431019942e-10
CLOAK/TYRONE JOHNSON	MR. JIP	1.374962843770918e-32	4.757852431019942e-10
FIREBIRD/BONITA JUAREZ	WONDER MAN/SIMON WILLIAMS 	1.4208103918622797e-32	4.757852431019942e-10
SPIDER-MAN/PETER PARKER	VENOM/EDDIE BROCK	1.4723533417596663e-32	4.757852431019942e-10
KINGO SUNEN [ETERNAL]	REJECT/RAN-SAK [DEVIANT]	1.4760443060688016e-32	4.757852431019942e-10
GAMBIT | MUTANT X-VERSE	ICE-MAN | MUTANT X-VERSE/ROBERT BOB DRAKE 	1.4760443060688016e-32	4.757852431019942e-10
AMPHIBIAN/KINGLEY RICE	LADY LARK/LINDA LEWIS	1.4760443060688016e-32	4.757852431019942e-10
BRUTE | MUTANT X-VERSE/HENRY MCCOY 	GAMBIT | MUTANT X-VERSE	1.4760443060688016e-32	4.757852431019942e-10
NIGHTCRAWLER/KURT WAGNER 	WISDOM, PETER	1.5088045710500763e-32	4.757852431019942e-10
BALLANTINE, KAYLA	MAKKARI/MIKE KHARY/INVISIBLE MAN/ADAM CLAYTON/JAKE CURTISS/MICHAEL	1.6529832440721654e-32	4.757852431019942e-10
CARTER, PEGGY	JAMESON, COL. JOHN 	1.6607631859065492e-32	4.757852431019942e-10
GHOST GIRL II/LILLI	RADIUS/JARED CORBO	1.6645174861880746e-32	4.757852431019942e-10
GHOST GIRL II/LILLI	GUARDIAN V/JAMES MACDONALD HUDSON CLONE	1.6645174861880746e-32	4.757852431019942e-10
DAREDEVIL/MATT MURDOCK	TURK	1.7066761037260174e-32	4.757852431019942e-10
ROBERTSON, JOE	WATSON, ANNA	1.8450408020666277e-32	4.757852431019942e-10
INVISIBLE WOMAN/SUE STORM RICHARDS 	RICHARDS, NATHANIEL	1.8483520876793816e-32	4.757852431019942e-10
NORTHSTAR/JEAN-PAUL BAUBIER	WITCHFIRE	1.9516314118871328e-32	4.757852431019942e-10
IRON FIST/DANIEL RAND	WHITE TIGER II/	1.9966106266502056e-32	4.757852431019942e-10
BETA RAY BILL	HOGUN [ASGARDIAN]	1.9998455054780218e-32	4.757852431019942e-10
IRON MAN IV/JAMES R. JIM RHODEY RHODES	MANDARIN	2.0015819611027082e-32	4.757852431019942e-10
COURIER/JACOB GAVIN	FONTANELLE/GLORIA DAYNE	2.012861077754584e-32	4.757852431019942e-10
BRIGHTSWORD/CARTER DYAM	HARVEST/CHI LO	2.012861077754584e-32	4.757852431019942e-10
CAPRICORN/WILLARD WEIR	SAGITTARIUS/HARLAN VARGAS	2.012861077754584e-32	4.757852431019942e-10
BLACK TARANTULA II/CARLOS LAMUERTO	CHESBRO	2.012861077754584e-32	4.757852431019942e-10
RINTRAH	WONG	2.0271643210467108e-32	4.757852431019942e-10
CYCLOPS/SCOTT SUMMERS 	SKIDS/SALLY BLEVINS	2.0419826555541255e-32	4.757852431019942e-10
SHA SHAN	SPIDER-MAN/PETER PARKER	2.1160620416791906e-32	4.757852431019942e-10
MUGGINS, MAMIE	SPIDER-MAN/PETER PARKER	2.1160620416791906e-32	4.757852431019942e-10
KISMET/J'RIDIA STARDUSTER	QUASAR III/WENDELL VAUGHAN	2.1397429705689037e-32	4.757852431019942e-10
SPEEDBALL/ROBBIE BALDWIN	TAI II	2.3824485940513844e-32	4.757852431019942e-10
TORO/TOM RAYMOND	UNION JACK/LORD MONTGOMERY FALSWORTH	2.4714026010437105e-32	4.757852431019942e-10
FANTASMA	RED GUARDIAN V	2.775698857579107e-32	4.757852431019942e-10
BLITZIANA	RIGER	2.775698857579107e-32	4.757852431019942e-10
DRAKE, MADELINE BEATRICE MADDY	DRAKE, WILLIAM ROBERT WILLIE	2.775698857579107e-32	4.757852431019942e-10
QUICKSILVER/PIETRO MAXIMOFF	STRONG GUY/GUIDO CAROSELLA	2.7903377781456207e-32	4.757852431019942e-10
IRON MAN IV/JAMES R. JIM RHODEY RHODES	PEARSON, MARCY	2.9163461695418845e-32	4.757852431019942e-10
CHAMBER/JONOTHON STARSMORE	GAIA	2.969568285184737e-32	4.757852431019942e-10
ANACONDA/BLANCHE SITZNSKI	PUFF ADDER	2.98828831431044e-32	4.757852431019942e-10
DUGAN, TIMOTHY ALOYISIOUS DUM DUM	SITWELL, JASPER	3.164354525473295e-32	4.757852431019942e-10
IKARIS/IKE HARRIS [ETERNAL]	KINGO SUNEN [ETERNAL]	3.1973139313732534e-32	4.757852431019942e-10
STACY, JILL	STACY, PAUL	3.255713887562581e-32	4.757852431019942e-10
IRON MAN/TONY STARK 	RODGERS, MARIANNE	3.309541668305879e-32	4.757852431019942e-10
DEADPOOL/JACK/WADE WILSON 	MONTGOMERY	3.4900869094593426e-32	4.757852431019942e-10
BLIND AL/ALTHEA	DEADPOOL/JACK/WADE WILSON 	3.4900869094593426e-32	4.757852431019942e-10
BUG	RANN, COMMANDER ARCTURUS	3.584838644433837e-32	4.757852431019942e-10
CADUCEUS	HIGHNOTE/RAOUL HERNANDEZ	3.584838644433837e-32	4.757852431019942e-10
CADUCEUS	MOONSTALKER/KIANA	3.584838644433837e-32	4.757852431019942e-10
MARIONETTE/MARI	RANN, COMMANDER ARCTURUS	3.584838644433837e-32	4.757852431019942e-10
HIGHNOTE/RAOUL HERNANDEZ	MOONSTALKER/KIANA	3.584838644433837e-32	4.757852431019942e-10
BUG	MARIONETTE/MARI	3.584838644433837e-32	4.757852431019942e-10
POWER, DR. JIM	RICHARDS, FRANKLIN BENJAMIN	3.588987430189628e-32	4.757852431019942e-10
GAIA	SKIN/ANGELO ESPINOSA	3.599476709314832e-32	4.757852431019942e-10
FAIRMONT, HANNAH	KINCAID, DR. JANE FOSTER	3.6590828673187466e-32	4.757852431019942e-10
CRIMSON DYNAMO V/DIMITRI BUKHARIN	VANGUARD/NICOLAI KRYLENKO	3.660977099293438e-32	4.757852431019942e-10
ANT-MAN II/SCOTT HARRIS LANG	LYJA LAZERFIST [SKRULL]	3.7228512244297103e-32	4.757852431019942e-10
ASP II/CLEO	RATTLER	3.868409963575876e-32	4.757852431019942e-10
OKOYE	ZURI	3.9714412471519826e-32	4.757852431019942e-10
HEIMDALL [ASGARDIAN]	LORELEI II/MELODI [ASGARDIAN]	4.0200949923852937e-32	4.757852431019942e-10
CYCLOPS/SCOTT SUMMERS 	SHADOWCAT/KATHERINE KITTY PRYDE 	4.129570828978769e-32	4.757852431019942e-10
JONES, RICHARD MILHOUSE RICK	LEADER/SAM STERNS	4.2640908750420405e-32	4.757852431019942e-10
MIRAGE II/DANIELLE MOONSTAR 	SELENE	4.2651543174855077e-32	4.757852431019942e-10
STORM/ORORO MUNROE Subscribe!	SUMMERS, NATHAN CHRISTOPHER CHARLES	4.3224158049883375e-32	4.757852431019942e-10
BEAST/HENRY &HANK& P. MCCOY 	CLOUD	4.3961260326427687e-32	4.757852431019942e-10
HAWK	LIVING LIGHTNING/MIGUEL SANTOS	4.537137905193716e-32	4.757852431019942e-10
PRETTY BOY	REESE, MURRAY	4.752728886895958e-32	4.757852431019942e-10
ANGEL/WARREN KENNETH WORTHINGTON III 	APOCALYPSE/EN SABAH NUR	4.771011764778916e-32	4.757852431019942e-10
IRON MAN/TONY STARK 	MOCKINGBIRD/DR. BARBARA BOBBI MORSE/HUNTRESS	4.77680489698456e-32	4.757852431019942e-10
ROBERTSON, AMANDA	ROBERTSON, MARTHA	4.836788643958868e-32	4.757852431019942e-10
GAMBIT/REMY LEBEAU 	JOSEPH	4.937594975163908e-32	4.757852431019942e-10
CHEKOV, ARTHUR ANTON	LUBENSKI, NATE	5.154876715579139e-32	4.757852431019942e-10
HULK/DR. ROBERT BRUCE BANNER 	WILSON, JIM	5.413635015575959e-32	4.757852431019942e-10
JONES, RICHARD MILHOUSE RICK	TALBOT, GLENN	5.505868105728773e-32	4.757852431019942e-10
AMPHIBIUS	BRAINCHILD	5.85128526073799e-32	4.757852431019942e-10
AMPHIBIAN/KINGLEY RICE	TOM THUMB/THOMAS THOMPSON	5.85128526073799e-32	4.757852431019942e-10
MYSTIQUE/RAVEN DARKHOLME/MALLORY BRICKMAN/B. BYRON BIGGS/RONNIE	SPIRAL	5.853119284048848e-32	4.757852431019942e-10
AEGIS/TREY ROLLINS	BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	5.88983110497319e-32	4.757852431019942e-10
COLOSSUS II/PETER RASPUTIN 	ICEMAN/ROBERT BOBBY DRAKE	5.963403891925007e-32	4.757852431019942e-10
NELSON, FRANKLIN FOGGY	SHARPE, ROSALINDE	6.164256728719953e-32	4.757852431019942e-10
SERSI/SYLVIA	ZURAS	6.460788919447184e-32	4.757852431019942e-10
HUMAN TORCH ANDROID/JIM HAMMOND	UNION JACK/LORD MONTGOMERY FALSWORTH	6.671675918290576e-32	4.757852431019942e-10
GRANT, GLORIA GLORY	ROBERTSON, RANDY	6.823096816256447e-32	4.757852431019942e-10
ICEMAN/ROBERT BOBBY DRAKE	TILBY, TRISH/PATRICIA TILBERT	6.914332018163871e-32	4.757852431019942e-10
MAGNETO/MAGNUS/ERIC LENSHERR	NIGHTCRAWLER/KURT WAGNER 	7.255760419714903e-32	4.757852431019942e-10
DAMIAN, MARGO	REJECT/RAN-SAK [DEVIANT]	7.314015047909e-32	4.757852431019942e-10
DARKHAWK/CHRIS POWELL	NOVA/RICHARD RIDER	7.484021131445428e-32	4.757852431019942e-10
LILANDRA NERAMANI [SHI'AR]	PHOENIX II	7.759186858831599e-32	4.757852431019942e-10
BOX IV/MADISON JEFFRIES	WITCHFIRE	8.056241153881016e-32	4.757852431019942e-10
CAPTAIN MARVEL II/MONICA RAMBEAU	DR. DRUID/ANTHONY LUDGATE/ANTHONY DRUID	8.292522583265842e-32	4.757852431019942e-10
D.O.A.	SYNCH/EVERETT THOMAS	8.582332537700956e-32	4.757852431019942e-10
BLACK FOX/ROBERT W. PAINE	PIXIE/ [ETERNAL]	8.721784514923337e-32	4.757852431019942e-10
BRIGHTSWORD/CARTER DYAM	GENII/JASON KIMBALL	8.721784514923337e-32	4.757852431019942e-10
ANAK	LOGA II	8.721784514923337e-32	4.757852431019942e-10
EFFIGY/LT. VELMAX/JACOB SCOTT [SKRULL]	PIXIE/ [ETERNAL]	8.721784514923337e-32	4.757852431019942e-10
ACHILLES II/HELMUT	ULYSSES II	9.596922332937388e-32	4.757852431019942e-10
CRIMSON COMMANDO/FRANK BOHANNAN	STONEWALL/LOUIS HAMILTON	9.980022411965184e-32	4.757852431019942e-10
FLEX/ADRIAN CORBO	SASQUATCH II	9.980022411965184e-32	4.757852431019942e-10
BOVA	VERMIN, LADY	1.0319764822175336e-31	4.757852431019942e-10
BOVA	URSULA, LADY	1.0319764822175336e-31	4.757852431019942e-10
BOVA	QUICKSILVER/PIETRO MAXIMOFF	1.0829013961605197e-31	4.757852431019942e-10
CORSAIR	CYCLOPS/SCOTT SUMMERS 	1.1069569711931131e-31	4.757852431019942e-10
CLARKE, GENERAL JEREMY	MURMUR II/ARLETTE TRUFFAUT	1.1906663067907455e-31	4.757852431019942e-10
CHANEY, AMANDA	TODD, FISHER	1.2075467695278123e-31	4.757852431019942e-10
CUSHING, KATE	JAMESON, J. JONAH	1.2809926474356721e-31	4.757852431019942e-10
CORTEZ, FABIAN	SCANNER II	1.2995572150577268e-31	4.757852431019942e-10
BEAST/HENRY &HANK& P. MCCOY 	FIREFIST/RUSTY COLLINS	1.3347639471832425e-31	4.757852431019942e-10
RIDER, CHARLES	RIDER, ROBERT ROBBIE	1.384862888707182e-31	4.757852431019942e-10
POPPA WHEELER	RETREAD	1.4048577148495565e-31	4.757852431019942e-10
RETREAD	WIDE LOAD ANNIE/ANNIE WHEELER	1.4048577148495565e-31	4.757852431019942e-10
FRIGGA	HERMOD [ASGARDIAN]	1.476056549551031e-31	4.757852431019942e-10
JAYE-FIRESTONE, GINGER	NOVA/RICHARD RIDER	1.5160314465067816e-31	4.757852431019942e-10
DOMINO III/BEATRICE/TAMARA WINTER 	MIRAGE II/DANIELLE MOONSTAR 	1.520966899100297e-31	4.757852431019942e-10
THENA	ZURAS	1.579184667535435e-31	4.757852431019942e-10
PLUNDER, ADAM KYLE MATTHEW	ZABU	1.7142634607848741e-31	4.757852431019942e-10
KAFKA, DR. ASHLEY	SPIDER-MAN/PETER PARKER	1.7161249857816843e-31	4.757852431019942e-10
ELYSIUS	MENTOR/ALARS [ETERNAL]	1.738616009245101e-31	4.757852431019942e-10
CHAMBER/JONOTHON STARSMORE	MADDICKS, ARTHUR ARTIE	1.845470399408554e-31	4.757852431019942e-10
